Индекс,Средняя доходность,Дневная волатильность,Годовая волатильность,Минимум,Максимум,Эксцесс
GLD,0.041385020260569595,1.1435913773894668,18.15395031630206,-10.841233744964729,10.697398423801108,9.842115802069557
TLT,0.012258863756564183,0.9180967309516643,14.574333777596884,-6.901046513370268,7.250195583143881,6.442455205320558
